IdCompra,Fecha,IdProducto,Cantidad,Precio,IdProveedor
2027,2016-02-26,42831,13,274.83,5
2028,2016-02-26,42848,10,1217.44,7
2029,2016-02-26,42811,2,1676.86,4
2030,2016-02-26,42814,8,260.36,13
2031,2016-02-26,42815,11,380.26,13
2032,2016-02-26,42902,10,189.59,2
2033,2016-02-26,42903,13,177.98,13
2034,2016-02-26,42906,5,221.86,10
2035,2016-02-26,42864,12,124.7,8
2036,2016-02-26,42865,14,133.62,8
2037,2016-02-26,42867,22,158.58,10
2038,2016-02-26,42868,4,123.89,9
2039,2016-02-26,42872,15,385.18,4
2040,2016-02-26,42873,6,345.64,8
2041,2016-02-26,42878,12,339.38,4
2042,2016-02-26,42881,8,308.08,9
2043,2016-02-26,42882,20,362.54,7
2044,2016-02-26,42883,4,366.76,3
2045,2016-02-26,42886,11,329.01,4
2046,2016-02-26,42888,11,382.89,5
2047,2016-02-26,42889,10,345.59,5
2048,2016-02-26,42891,9,373.03,4
2049,2016-02-26,42892,9,323.59,8
2050,2016-02-26,42893,2,365,6
2051,2016-02-26,42896,6,377.84,13
2052,2016-02-26,42985,8,1104.4,7
2053,2016-02-26,42987,12,306.36,13
2054,2016-02-26,42991,5,292.24,11
2055,2016-02-26,42993,34,323.01,4
2056,2016-02-26,42995,3,274.42,6
2057,2016-02-26,42996,3,368.36,8
2058,2016-02-26,42998,4,388.17,12
2059,2016-02-26,43003,8,310.16,13
2060,2016-02-26,43005,4,305.47,13
2061,2016-02-26,43006,14,363.53,9
2062,2016-02-26,43007,4,262.42,13
2063,2016-02-26,43008,4,260.3,9
2064,2016-02-26,43009,6,407.58,11
2065,2016-02-26,43010,1,251.02,12
2066,2016-02-26,43011,9,287.8,4
2067,2016-02-26,43012,7,397.58,2
2068,2016-02-26,43014,12,344.9,13
2069,2016-02-26,43016,11,324.95,6
2070,2016-02-26,43018,5,310.31,10
2071,2016-02-26,43020,6,383.37,1
2072,2016-02-26,43021,6,261.15,9
2073,2016-02-26,43025,8,335.56,6
2074,2016-02-26,42757,15,1427.02,3
2075,2016-02-26,42758,6,1280.45,4
2076,2016-02-26,42764,7,993.31,9
2077,2016-02-26,42765,10,1432.42,8
2078,2016-02-26,42766,13,5353.71,14
2079,2016-02-26,42769,8,2224.43,10
2080,2016-02-26,42770,16,2660.44,11
2081,2016-02-26,42774,5,3654.97,7
2082,2016-02-26,42776,6,1096.33,8
2083,2016-02-26,42781,8,1476.17,8
2084,2016-02-26,42782,7,2264.04,3
2085,2016-02-26,42783,17,1699.81,13
2086,2016-02-26,42788,7,309.33,7
2087,2016-02-26,42790,5,557.47,10
2088,2016-02-26,42792,2,316.97,2
2089,2016-02-26,42793,3,628.04,5
2090,2016-02-26,42794,6,241.74,3
2091,2016-02-26,42795,15,371.1,11
2092,2016-02-26,42798,6,1059.94,11
2093,2016-02-26,42799,1,981.98,8
2094,2016-02-26,42800,10,1239.42,9
2095,2016-02-26,42801,17,1956.08,11
2096,2016-02-26,42851,21,90.55,13
2097,2016-02-26,42927,3,57.65,3
2098,2016-02-26,42931,15,205.31,8
2099,2016-02-26,42852,6,120.07,7
2100,2016-02-26,42853,5,497.54,2
2101,2016-02-26,42870,8,110.82,6
2102,2016-02-26,42899,15,145.19,8
2103,2016-02-26,42900,9,185.7,4
2104,2016-02-26,42932,7,114.91,11
2105,2016-02-26,42975,5,143.03,7
2106,2016-02-26,42978,9,82,2
2107,2016-02-26,42979,8,69.1,8
2108,2016-02-26,42982,21,9.77,10
2109,2016-03-25,42833,5,641.34,14
2110,2016-03-25,42835,12,622.56,8
2111,2016-03-25,42837,4,293.52,11
2112,2016-03-25,42840,6,226.23,12
2113,2016-03-25,42842,12,214.73,1
2114,2016-03-25,42844,3,1325.7,7
2115,2016-03-25,42845,2,636.1,13
2116,2016-03-25,42857,10,348.43,2
2117,2016-03-25,42858,6,387.3,10
2118,2016-03-25,42859,6,486.63,12
2119,2016-03-25,42861,5,386.11,7
2120,2016-03-25,42863,22,259.13,2
2121,2016-03-25,42983,11,231.11,12
2122,2016-03-25,42984,3,167.51,8
2123,2016-03-25,42907,19,325.98,6
2124,2016-03-25,42908,4,974.87,9
2125,2016-03-25,42909,9,998.15,9
2126,2016-03-25,42912,47,1034.97,10
2127,2016-03-25,42913,5,939.8,14
2128,2016-03-25,42914,11,1056.44,4
2129,2016-03-25,42915,9,1166.14,10
2130,2016-03-25,42917,11,94561.9,14
2131,2016-03-25,42921,1,560.76,9
2132,2016-03-25,42923,1,486.91,11
2133,2016-03-25,42925,4,2.11,2
2134,2016-03-25,42933,12,914.05,5
2135,2016-03-25,42935,9,1918.57,12
2136,2016-03-25,42936,16,2512.77,12
2137,2016-03-25,42938,4,2009.19,7
2138,2016-03-25,42939,5,1986.96,4
2139,2016-03-25,42941,9,2023.64,9
2140,2016-03-25,42942,9,1886.65,9
2141,2016-03-25,42943,4,1563.35,12
2142,2016-03-25,42945,7,2498.64,1
2143,2016-03-25,42947,4,2370.94,10
2144,2016-03-25,42949,21,1533.72,4
2145,2016-03-25,42950,16,1997.28,6
2146,2016-03-25,42952,5,2516.79,6
2147,2016-03-25,42954,8,1780.52,11
2148,2016-03-25,42956,14,1443.5,8
2149,2016-03-25,42957,2,2095.67,14
2150,2016-03-25,42958,2,2600.62,4
2151,2016-03-25,42960,5,2476.3,12
2152,2016-03-25,42961,2,2194.66,14
2153,2016-03-25,42963,11,1484.92,8
2154,2016-03-25,42964,8,2188.01,3
2155,2016-03-25,42966,2,2590.98,12
2156,2016-03-25,42968,9,2676.93,11
2157,2016-03-25,42969,3,2605.98,8
2158,2016-03-25,42971,7,2002.98,3
2159,2016-03-25,43030,23,807.58,13
2160,2016-03-25,43034,4,606.43,10
2161,2016-03-25,43035,15,885.48,14
2162,2016-03-25,43036,18,455.47,3
2163,2016-03-25,43037,5,849.35,6
2164,2016-03-25,43039,3,514.88,3
2165,2016-03-25,43041,2,600.69,7
2166,2016-03-25,42816,7,791.42,14
2167,2016-03-25,42817,5,515.58,9
2168,2016-03-25,42818,20,1331.01,2
2169,2016-03-25,42819,15,601.21,9
2170,2016-03-25,42821,12,431.9,9
2171,2016-03-25,42822,4,650.3,6
2172,2016-03-25,42824,5,378.04,13
2173,2016-03-25,42826,8,335.43,5
2174,2016-03-25,42828,11,628.83,7
2175,2016-03-25,42830,14,319.39,9
2176,2016-03-25,42831,6,293.21,6
2177,2016-03-25,42848,34,1170.55,8
2178,2016-03-25,42849,7,1156.44,10
2179,2016-03-25,42811,3,1777.84,6
2180,2016-03-25,42812,1,267.54,3
2181,2016-03-25,42813,18,255.21,1
2182,2016-03-25,42814,10,236.5,11
2183,2016-03-25,42903,1,196.29,1
2184,2016-03-25,42905,9,323.64,6
2185,2016-03-25,42737,12,1121.38,14
2186,2016-03-25,42864,14,148.26,7
2187,2016-03-25,42866,10,147.73,8
2188,2016-03-25,42872,6,377.27,1
2189,2016-03-25,42874,2,364.91,2
2190,2016-03-25,42875,8,414.64,11
2191,2016-03-25,42877,13,358.34,13
2192,2016-03-25,42878,7,336.29,3
2193,2016-03-25,42879,1,427.71,7
2194,2016-03-25,42881,3,342.37,4
2195,2016-03-25,42882,5,386.87,9
2196,2016-03-25,42883,15,391.59,13
2197,2016-03-25,42884,9,363.8,9
2198,2016-03-25,42887,10,304.39,6
2199,2016-03-25,42888,3,385.6,13
2200,2016-03-25,42889,1,330.02,2
2201,2016-03-25,42891,8,390.62,4
2202,2016-03-25,42892,17,400.48,5
2203,2016-03-25,42893,3,376.73,8
2204,2016-03-25,42896,14,373.08,4
2205,2016-03-25,42897,10,310.41,10
2206,2016-03-25,42898,5,339.81,2
2207,2016-03-25,42985,7,1037.55,11
2208,2016-03-25,42986,6,280.66,1
2209,2016-03-25,42988,12,469.98,2
2210,2016-03-25,42990,2,235.31,3
2211,2016-03-25,42991,8,310.26,5
2212,2016-03-25,42993,9,339.72,4
2213,2016-03-25,42996,7,351.81,13
2214,2016-03-25,42997,5,311.2,3
2215,2016-03-25,43000,4,297.42,13
2216,2016-03-25,43002,3,287.2,11
2217,2016-03-25,43003,3,277.09,12
2218,2016-03-25,43005,14,261.37,10
2219,2016-03-25,43008,8,288.28,2
2220,2016-03-25,43009,12,407.31,9
2221,2016-03-25,43010,6,258.47,14
2222,2016-03-25,43011,25,269.35,11
2223,2016-03-25,43012,8,330.1,5
2224,2016-03-25,43015,8,380.55,6
2225,2016-03-25,43018,2,330.34,5
2226,2016-03-25,43019,2,248.25,7
2227,2016-03-25,43021,13,294.47,12
2228,2016-03-25,43022,2,306.45,2
2229,2016-03-25,43023,2,396.52,2
2230,2016-03-25,43025,7,399.6,5
2231,2016-03-25,42758,4,1225.06,12
2232,2016-03-25,42761,2,908.74,13
2233,2016-03-25,42762,8,1534.84,4
2234,2016-03-25,42764,3,1079.99,3
2235,2016-03-25,42765,25,1299.5,4
2236,2016-03-25,42767,1,2750.09,5
2237,2016-03-25,42770,10,2219.5,14
2238,2016-03-25,42772,8,4323.69,8
2239,2016-03-25,42773,7,6872.83,9
2240,2016-03-25,42779,18,5762.23,13
2241,2016-03-25,42780,17,2916.75,10
2242,2016-03-25,42781,24,1331.78,13
2243,2016-03-25,42783,7,1512.07,8
2244,2016-03-25,42787,2,1084.97,5
2245,2016-03-25,42788,11,284.55,8
2246,2016-03-25,42790,1,542,12
2247,2016-03-25,42791,21,161.11,1
2248,2016-03-25,42793,9,628.58,12
2249,2016-03-25,42796,5,290.85,12
2250,2016-03-25,42797,11,3669.34,5
2251,2016-03-25,42798,11,978.29,11
2252,2016-03-25,42799,2,986.72,4
2253,2016-03-25,42800,3,1015.15,7
2254,2016-03-25,42850,29,193.23,7
2255,2016-03-25,42929,9,231.31,10
2256,2016-03-25,42930,20,116.59,1
2257,2016-03-25,42931,10,237.49,7
2258,2016-03-25,42852,9,100.62,8
2259,2016-03-25,42854,11,854.08,2
2260,2016-03-25,42870,5,107.87,13
2261,2016-03-25,42899,7,158.94,5
2262,2016-03-25,42900,2,180,12
2263,2016-03-25,42973,7,75.22,14
2264,2016-03-25,42974,14,146.91,3
2265,2016-03-25,42975,11,130.35,9
2266,2016-03-25,42976,11,165.9,10
2267,2016-03-25,42980,3,76.71,7
2268,2016-03-25,42982,6,9.06,4
2269,2016-04-29,42832,5,643.58,7
2270,2016-04-29,42834,9,540.44,12
2271,2016-04-29,42835,7,638.06,13
2272,2016-04-29,42839,15,253.68,10
2273,2016-04-29,42840,8,282.56,3
2274,2016-04-29,42841,5,280.15,3
2275,2016-04-29,42842,5,226.11,12
2276,2016-04-29,42844,6,1425.22,8
2277,2016-04-29,42846,19,1996.18,6
2278,2016-04-29,42847,8,1835.48,10
2279,2016-04-29,42855,4,734.78,5
2280,2016-04-29,42857,29,330.83,12
2281,2016-04-29,42859,4,411.57,5
2282,2016-04-29,42861,17,377.08,9
2283,2016-04-29,42862,8,328.3,4
2284,2016-04-29,42863,10,283.4,7
2285,2016-04-29,42908,5,965.4,2
2286,2016-04-29,42909,5,942.67,9
2287,2016-04-29,42911,25,1144.86,8
2288,2016-04-29,42914,10,934.4,13
2289,2016-04-29,42915,3,1278.84,13
2290,2016-04-29,42916,5,841.98,3
2291,2016-04-29,42918,16,561.25,13
2292,2016-04-29,42919,3,485.52,13
2293,2016-04-29,42920,2,618.65,9
2294,2016-04-29,42921,13,516.27,10
2295,2016-04-29,42924,8,413.36,6
2296,2016-04-29,42933,20,774.87,3
2297,2016-04-29,42934,24,1180.93,13
2298,2016-04-29,42937,11,1669.4,2
2299,2016-04-29,42938,1,1903.53,9
2300,2016-04-29,42942,22,1939.47,3
2301,2016-04-29,42943,7,1438.47,5
2302,2016-04-29,42944,22,2572.59,6
2303,2016-04-29,42947,21,2082.69,12
2304,2016-04-29,42948,4,2172.28,11
2305,2016-04-29,42955,9,1582.73,5
2306,2016-04-29,42957,18,1850.47,9
2307,2016-04-29,42960,11,2547.24,8
2308,2016-04-29,42961,1,1969.21,13
2309,2016-04-29,42962,12,1513.92,8
2310,2016-04-29,42963,26,1647.24,9
2311,2016-04-29,42965,4,1635.75,8
2312,2016-04-29,42967,5,2301.83,11
2313,2016-04-29,42968,7,2624.65,12
2314,2016-04-29,42970,6,2041.77,9
2315,2016-04-29,42971,2,1818.98,5
2316,2016-04-29,43028,6,674.41,11
2317,2016-04-29,43029,2,758.51,12
2318,2016-04-29,43030,12,865.94,12
2319,2016-04-29,43033,7,753.69,12
2320,2016-04-29,43035,5,826.21,14
2321,2016-04-29,43039,2,499.71,10
2322,2016-04-29,43040,14,457.05,11
2323,2016-04-29,43042,6,836.73,4
2324,2016-04-29,42818,23,1166.29,7
2325,2016-04-29,42820,13,494.51,12
2326,2016-04-29,42821,3,457.11,6
2327,2016-04-29,42822,9,566.63,10
2328,2016-04-29,42823,10,552.07,8
2329,2016-04-29,42825,5,390.11,6
2330,2016-04-29,42827,5,324.98,2
2331,2016-04-29,42828,8,665.78,6
2332,2016-04-29,42810,11,836.53,10
2333,2016-04-29,42811,4,1871.01,10
2334,2016-04-29,42813,13,251.03,3
2335,2016-04-29,42814,12,295.48,4
2336,2016-04-29,42902,17,203.14,9
2337,2016-04-29,42906,9,198.08,4
2338,2016-04-29,42737,16,1171.34,3
2339,2016-04-29,42864,6,130.8,14
2340,2016-04-29,42865,16,141.27,7
2341,2016-04-29,42869,7,127.91,8
2342,2016-04-29,42871,5,365.57,11
2343,2016-04-29,42872,5,375.23,1
2344,2016-04-29,42879,11,435.89,8
2345,2016-04-29,42881,9,387.83,12
2346,2016-04-29,42884,9,341.86,2
2347,2016-04-29,42885,8,343.53,7
2348,2016-04-29,42886,7,323.84,11
2349,2016-04-29,42887,10,397.18,2
2350,2016-04-29,42889,4,333.14,10
2351,2016-04-29,42891,6,316.98,8
2352,2016-04-29,42893,12,398.75,12
2353,2016-04-29,42985,7,1052.93,3
2354,2016-04-29,42986,4,264.85,8
2355,2016-04-29,42988,6,434.96,12
2356,2016-04-29,42989,20,325.73,12
2357,2016-04-29,42991,14,287.61,5
2358,2016-04-29,42995,1,231.83,6
2359,2016-04-29,42996,12,322.52,3
2360,2016-04-29,42997,3,297.5,11
2361,2016-04-29,43000,6,247.28,5
2362,2016-04-29,43001,20,457.72,3
2363,2016-04-29,43006,5,381.98,9
2364,2016-04-29,43007,13,287.07,2
2365,2016-04-29,43008,14,293.49,7
2366,2016-04-29,43009,4,401.82,12
2367,2016-04-29,43010,15,281.13,4
2368,2016-04-29,43011,10,249.29,9
2369,2016-04-29,43013,4,254.51,3
2370,2016-04-29,43015,4,350.25,2
2371,2016-04-29,43016,4,272.55,10
2372,2016-04-29,43018,6,282.58,11
2373,2016-04-29,43019,11,298.11,7
2374,2016-04-29,43020,5,385.55,7
2375,2016-04-29,43022,21,335.05,5
2376,2016-04-29,43025,6,436.36,3
2377,2016-04-29,43026,21,336.14,11
2378,2016-04-29,43027,6,330.6,7
2379,2016-04-29,42754,26,799.71,9
2380,2016-04-29,42756,1,470.13,8
2381,2016-04-29,42757,20,1144.57,6
2382,2016-04-29,42760,5,1045.37,3
2383,2016-04-29,42762,6,1603.66,4
2384,2016-04-29,42763,22,1433.61,7
2385,2016-04-29,42766,11,5472.61,6
2386,2016-04-29,42769,24,2335.1,9
2387,2016-04-29,42770,15,2859.7,3
2388,2016-04-29,42771,11,1666.01,7
2389,2016-04-29,42777,4,1833.14,11
2390,2016-04-29,42780,6,2942.66,9
2391,2016-04-29,42781,3,1424.67,3
2392,2016-04-29,42783,7,1921.85,8
2393,2016-04-29,42784,19,1340.99,8
2394,2016-04-29,42789,4,171.34,6
2395,2016-04-29,42790,15,584.91,4
2396,2016-04-29,42793,7,620.7,12
2397,2016-04-29,42797,9,3174.64,10
2398,2016-04-29,42798,12,1232.25,14
2399,2016-04-29,42799,10,1004.01,4
2400,2016-04-29,42801,5,1996.29,2
2401,2016-04-29,42850,17,204.19,13
2402,2016-04-29,42852,6,109.02,13
2403,2016-04-29,42854,13,691.33,4
2404,2016-04-29,42899,4,126.7,9
2405,2016-04-29,42900,9,194.34,3
2406,2016-04-29,42901,12,131.14,7
2407,2016-04-29,42928,4,87.27,8
2408,2016-04-29,42973,3,85.32,5
2409,2016-04-29,42974,10,157.8,2
2410,2016-04-29,42975,11,142.12,9
2411,2016-04-29,42976,1,167.06,13
2412,2016-04-29,42977,4,69.56,11
2413,2016-04-29,42978,19,73.22,7
2414,2016-04-29,42981,30,40.69,4
2415,2016-04-29,42982,4,9.67,11
2416,2016-05-27,42832,9,629.7,10
2417,2016-05-27,42833,3,525.37,7
2418,2016-05-27,42834,9,614.73,4
2419,2016-05-27,42836,16,608.92,12
2420,2016-05-27,42837,15,302.66,13
2421,2016-05-27,42838,4,625.16,5
2422,2016-05-27,42841,5,262.08,12
2423,2016-05-27,42843,2,500.64,4
2424,2016-05-27,42844,2,1283.81,9
2425,2016-05-27,42846,17,2206.36,10
2426,2016-05-27,42857,13,358.03,12
2427,2016-05-27,42858,16,362.83,9
2428,2016-05-27,42863,17,255.79,11
2429,2016-05-27,42983,7,218.19,8
2430,2016-05-27,42907,10,345.08,7
2431,2016-05-27,42908,4,1032.37,8
2432,2016-05-27,42911,3,1157.16,10
2433,2016-05-27,42913,17,931.56,2
2434,2016-05-27,42914,5,974.97,2
2435,2016-05-27,42916,14,877.57,10
2436,2016-05-27,42919,14,454.53,9
2437,2016-05-27,42920,11,573.13,11
2438,2016-05-27,42924,1,467.03,5
2439,2016-05-27,42934,21,1371.98,2
2440,2016-05-27,42937,3,1907.96,5
2441,2016-05-27,42938,9,2120.81,8
2442,2016-05-27,42940,10,1672.08,5
2443,2016-05-27,42941,13,2071.44,12
2444,2016-05-27,42942,1,1913.29,10
2445,2016-05-27,42945,1,2101.19,12
2446,2016-05-27,42946,4,1682.54,8
2447,2016-05-27,42947,27,1992.19,3
2448,2016-05-27,42954,5,1745.63,6
2449,2016-05-27,42958,17,2983.4,5
2450,2016-05-27,42959,10,3195.59,10
2451,2016-05-27,42960,12,3008.27,2
2452,2016-05-27,42962,1,1583.39,9
2453,2016-05-27,42965,7,1446.26,14
2454,2016-05-27,42966,2,2207.83,12
2455,2016-05-27,42967,3,2024.57,8
2456,2016-05-27,42969,8,2597.52,3
2457,2016-05-27,42970,9,2053.85,6
2458,2016-05-27,43029,26,746.69,13
2459,2016-05-27,43036,4,538.7,5
2460,2016-05-27,43037,2,791.65,6
2461,2016-05-27,43038,10,873.71,10
2462,2016-05-27,43040,3,530.99,4
2463,2016-05-27,43042,27,707.95,2
2464,2016-05-27,43043,5,908.08,7
2465,2016-05-27,42819,5,541.34,4
2466,2016-05-27,42820,4,507.57,5
2467,2016-05-27,42823,3,561.55,3
2468,2016-05-27,42824,4,395.6,12
2469,2016-05-27,42825,6,419.71,11
2470,2016-05-27,42828,5,654.69,13
2471,2016-05-27,42830,22,364.37,14
2472,2016-05-27,42848,13,985.64,10
2473,2016-05-27,42849,9,969.44,13
2474,2016-05-27,42810,6,945.17,8
2475,2016-05-27,42811,6,1967.92,11
2476,2016-05-27,42813,13,229.12,10
2477,2016-05-27,42815,31,443.14,6
2478,2016-05-27,42902,3,198.15,3
2479,2016-05-27,42903,13,183.53,8
2480,2016-05-27,42904,9,87.13,6
2481,2016-05-27,42737,6,1008.69,7
2482,2016-05-27,42864,1,128.44,2
2483,2016-05-27,42867,7,120.78,8
2484,2016-05-27,42869,16,144.66,4
2485,2016-05-27,42871,9,429.08,13
2486,2016-05-27,42872,2,375.71,11
2487,2016-05-27,42875,4,439.44,11
2488,2016-05-27,42876,4,370.74,12
2489,2016-05-27,42879,17,434.65,8
2490,2016-05-27,42880,10,346.02,14
2491,2016-05-27,42883,7,336.35,12
2492,2016-05-27,42886,9,372.87,13
2493,2016-05-27,42888,8,330.58,1
2494,2016-05-27,42889,4,354.52,13
2495,2016-05-27,42898,9,385.04,11
2496,2016-05-27,42985,17,910.91,8
2497,2016-05-27,42987,3,302.47,6
2498,2016-05-27,42988,2,462.57,5
2499,2016-05-27,42989,6,319.13,7
2500,2016-05-27,42992,15,417.26,8
2501,2016-05-27,42993,3,354.31,9
2502,2016-05-27,42995,11,270.13,6
2503,2016-05-27,42996,4,362.75,5
2504,2016-05-27,42997,2,381.38,2
2505,2016-05-27,42998,4,422.99,1
2506,2016-05-27,43000,2,275.71,14
2507,2016-05-27,43001,9,491.64,6
2508,2016-05-27,43002,3,259.08,8
2509,2016-05-27,43005,7,262.83,4
2510,2016-05-27,43006,9,336.36,12
2511,2016-05-27,43007,16,322.25,5
2512,2016-05-27,43008,19,249.68,3
2513,2016-05-27,43011,6,298.29,7
2514,2016-05-27,43014,18,367.87,8
2515,2016-05-27,43015,5,296.1,2
2516,2016-05-27,43016,2,298.8,7
2517,2016-05-27,43018,7,305.67,10
2518,2016-05-27,43019,4,325.47,10
2519,2016-05-27,43020,18,426.97,5
2520,2016-05-27,43021,8,304.62,5
2521,2016-05-27,43023,17,455.67,2
2522,2016-05-27,42755,12,848.45,3
2523,2016-05-27,42759,16,1357.37,6
2524,2016-05-27,42760,2,1124.25,10
2525,2016-05-27,42761,11,1078.01,8
2526,2016-05-27,42762,7,1583.44,8
2527,2016-05-27,42763,9,1534.83,11
2528,2016-05-27,42764,19,917.77,12
2529,2016-05-27,42766,5,4347.07,3
2530,2016-05-27,42770,4,2579.04,2
2531,2016-05-27,42771,20,1575.69,2
2532,2016-05-27,42772,10,5219.16,2
2533,2016-05-27,42774,25,4212.67,11
2534,2016-05-27,42775,4,2134.66,10
2535,2016-05-27,42776,15,942.04,2
2536,2016-05-27,42779,1,7343.23,5
2537,2016-05-27,42780,8,2467.18,5
2538,2016-05-27,42782,2,2159.45,10
2539,2016-05-27,42783,4,1641.38,2
2540,2016-05-27,42787,14,907.18,10
2541,2016-05-27,42789,14,139.84,10
2542,2016-05-27,42791,4,203.65,5
2543,2016-05-27,42792,19,365.35,11
2544,2016-05-27,42797,20,3029.9,3
2545,2016-05-27,42850,3,185.64,8
2546,2016-05-27,42851,7,102.22,14
2547,2016-05-27,42927,2,66,14
2548,2016-05-27,42931,8,218.79,10
2549,2016-05-27,42853,8,464.98,4
2550,2016-05-27,42870,15,130.83,5
2551,2016-05-27,42900,2,179.45,11
2552,2016-05-27,42928,10,92.45,6
2553,2016-05-27,42974,1,160.66,2
2554,2016-05-27,42976,8,165.59,3
2555,2016-05-27,42978,6,73.82,6
2556,2016-05-27,42980,9,72.2,9
2557,2016-05-27,42981,4,34.76,11
2558,2016-06-24,42832,14,632.42,11
2559,2016-06-24,42833,4,605.98,4
2560,2016-06-24,42834,4,601.41,3
2561,2016-06-24,42835,6,640.22,8
2562,2016-06-24,42837,3,309.2,11
2563,2016-06-24,42838,12,692.73,8
2564,2016-06-24,42839,3,266.82,10
2565,2016-06-24,42840,18,272.85,6
2566,2016-06-24,42843,14,540.49,7
2567,2016-06-24,42844,6,1351.43,6
2568,2016-06-24,42846,23,2248.96,4
2569,2016-06-24,42857,12,351.99,1
2570,2016-06-24,42858,4,314.47,4
2571,2016-06-24,42859,13,416.32,9
2572,2016-06-24,42861,11,425.91,6
2573,2016-06-24,42862,4,326.3,2
2574,2016-06-24,42907,4,350.14,11
2575,2016-06-24,42911,9,1109.2,10
2576,2016-06-24,42913,7,908.35,8
2577,2016-06-24,42916,10,827.42,10
2578,2016-06-24,42918,9,585.59,7
2579,2016-06-24,42919,5,457.66,14
2580,2016-06-24,42920,1,586.69,9
2581,2016-06-24,42922,3,587.37,13
2582,2016-06-24,42925,7,2.21,6
2583,2016-06-24,42933,23,872.53,8
2584,2016-06-24,42934,4,1410.89,2
2585,2016-06-24,42935,20,1664.22,10
2586,2016-06-24,42938,17,1916.77,12
2587,2016-06-24,42939,7,2165.65,8
2588,2016-06-24,42942,8,1970.17,13
2589,2016-06-24,42943,2,1480,11
2590,2016-06-24,42944,6,2629.76,3
2591,2016-06-24,42945,4,2018.86,5
2592,2016-06-24,42946,9,1415.34,8
2593,2016-06-24,42947,16,2156.65,9
2594,2016-06-24,42948,12,1748.24,2
2595,2016-06-24,42950,8,1617.18,5
2596,2016-06-24,42951,4,2310.64,9
2597,2016-06-24,42952,7,3070.57,11
2598,2016-06-24,42954,7,1657.73,13
2599,2016-06-24,42955,2,1620.21,13
2600,2016-06-24,42956,2,1377.37,3
2601,2016-06-24,42957,3,2112.42,10
2602,2016-06-24,42960,17,2576.84,12
2603,2016-06-24,42964,21,2047.37,9
2604,2016-06-24,42965,13,1670.86,6
2605,2016-06-24,42970,9,1879.54,3
2606,2016-06-24,43031,7,865.42,8
2607,2016-06-24,43032,11,591.52,9
2608,2016-06-24,43033,5,752.13,7
2609,2016-06-24,43034,9,750,3
2610,2016-06-24,43039,5,635.69,7
2611,2016-06-24,43041,3,490.24,4
2612,2016-06-24,43042,16,769.13,9
2613,2016-06-24,42816,12,874.86,11
2614,2016-06-24,42817,6,527.04,9
2615,2016-06-24,42818,1,1201.82,8
2616,2016-06-24,42820,2,457.15,12
2617,2016-06-24,42821,11,404.21,5
2618,2016-06-24,42822,15,624.32,10
2619,2016-06-24,42823,9,584.5,13
2620,2016-06-24,42825,7,368.85,8
2621,2016-06-24,42826,11,428.15,11
2622,2016-06-24,42828,12,711.67,2
2623,2016-06-24,42829,3,643.95,7
2624,2016-06-24,42831,9,238.41,9
2625,2016-06-24,42848,5,979.18,4
2626,2016-06-24,42849,12,1099.54,9
2627,2016-06-24,42815,4,477.29,12
2628,2016-06-24,42904,5,86.22,9
2629,2016-06-24,42905,8,363.9,13
2630,2016-06-24,42906,21,255.96,5
2631,2016-06-24,42737,2,1068.83,4
2632,2016-06-24,42864,6,127.83,13
2633,2016-06-24,42865,10,155.68,2
2634,2016-06-24,42867,6,127.41,13
2635,2016-06-24,42869,8,139.2,5
2636,2016-06-24,42872,8,377.26,10
2637,2016-06-24,42874,18,339.83,8
2638,2016-06-24,42876,12,424.86,12
2639,2016-06-24,42878,6,397.02,9
2640,2016-06-24,42880,7,354.55,9
2641,2016-06-24,42881,18,352.71,9
2642,2016-06-24,42884,5,380.99,7
2643,2016-06-24,42887,10,338.55,2
2644,2016-06-24,42888,14,363.58,10
2645,2016-06-24,42889,19,335.24,4
2646,2016-06-24,42890,8,393.15,4
2647,2016-06-24,42891,14,358.7,8
2648,2016-06-24,42894,5,364.88,1
2649,2016-06-24,42896,5,347.3,6
2650,2016-06-24,42897,7,319.54,13
2651,2016-06-24,42985,17,917.12,8
2652,2016-06-24,42986,8,226.03,12
2653,2016-06-24,42987,5,307.05,3
2654,2016-06-24,42988,18,376.08,4
2655,2016-06-24,42989,5,301.93,5
2656,2016-06-24,42992,9,402.12,4
2657,2016-06-24,42993,13,354.46,4
2658,2016-06-24,43000,20,255.49,4
2659,2016-06-24,43002,3,320.26,9
2660,2016-06-24,43003,2,283.94,12
2661,2016-06-24,43005,34,296.57,11
2662,2016-06-24,43009,9,343.56,7
2663,2016-06-24,43010,2,309.06,11
2664,2016-06-24,43012,8,312.31,10
2665,2016-06-24,43013,5,222.14,14
2666,2016-06-24,43014,9,334.35,5
2667,2016-06-24,43020,10,415.63,13
2668,2016-06-24,43022,12,329.65,13
2669,2016-06-24,43023,3,466.06,7
2670,2016-06-24,43024,9,352.88,9
2671,2016-06-24,43025,11,330.47,6
2672,2016-06-24,43026,14,378.31,10
2673,2016-06-24,42754,33,841.45,13
2674,2016-06-24,42755,7,781.54,9
2675,2016-06-24,42756,5,491.26,3
2676,2016-06-24,42757,8,1402.3,11
2677,2016-06-24,42761,5,968.97,14
2678,2016-06-24,42763,5,1638.3,4
2679,2016-06-24,42765,6,1498.36,3
2680,2016-06-24,42768,4,1457.08,12
2681,2016-06-24,42769,22,2202.86,9
2682,2016-06-24,42771,3,1881.55,7
