IdGasto,IdSucursal,IdTipoGasto,Fecha,Monto
1681,18,1,2016-03-01,1015.29
1682,18,2,2016-03-01,310.65
1683,18,3,2016-03-01,113.17
1684,18,4,2016-03-01,1151.83
1685,1,1,2016-03-01,1164.13
1686,1,2,2016-03-01,349.55
1687,1,3,2016-03-01,113.34
1688,1,4,2016-03-01,1171.54
1689,2,1,2016-03-01,1057.5
1690,2,2,2016-03-01,351.87
1691,2,3,2016-03-01,109.19
1692,2,4,2016-03-01,1140.92
1693,3,1,2016-03-01,1028.86
1694,3,2,2016-03-01,336.46
1695,3,3,2016-03-01,112.11
1696,3,4,2016-03-01,1040.81
1697,4,1,2016-03-01,1040.8
1698,4,2,2016-03-01,324.47
1699,4,3,2016-03-01,108.54
1700,4,4,2016-03-01,1182.38
1701,5,1,2016-03-01,1055.68
1702,5,2,2016-03-01,339.37
1703,5,3,2016-03-01,108.92
1704,5,4,2016-03-01,1052.04
1705,6,1,2016-03-01,1192.76
1706,6,2,2016-03-01,302.31
1707,6,3,2016-03-01,106.01
1708,6,4,2016-03-01,1077.64
1709,7,1,2016-03-01,1007.8
1710,7,2,2016-03-01,301.82
1711,7,3,2016-03-01,100.7
1712,7,4,2016-03-01,1016.77
1713,8,1,2016-03-01,1062.83
1714,8,2,2016-03-01,319.15
1715,8,3,2016-03-01,113.07
1716,8,4,2016-03-01,1061.83
1717,9,1,2016-03-01,1117.18
1718,9,2,2016-03-01,300.11
1719,9,3,2016-03-01,105.04
1720,9,4,2016-03-01,1050.75
1721,10,1,2016-03-01,1102.6
1722,10,2,2016-03-01,348.23
1723,10,3,2016-03-01,109.6
1724,10,4,2016-03-01,1197.7
1725,13,1,2016-03-01,1100.52
1726,13,2,2016-03-01,332.85
1727,13,3,2016-03-01,104.6
1728,13,4,2016-03-01,1101.41
1729,15,1,2016-03-01,1169.09
1730,15,2,2016-03-01,342.36
1731,15,3,2016-03-01,119.87
1732,15,4,2016-03-01,1170.13
1733,20,1,2016-03-01,1054.42
1734,20,2,2016-03-01,348.5
1735,20,3,2016-03-01,104.52
1736,20,4,2016-03-01,1140.77
1737,17,1,2016-03-01,1168.36
1738,17,2,2016-03-01,305.85
1739,17,3,2016-03-01,119.25
1740,17,4,2016-03-01,1103.78
1741,21,1,2016-03-01,1141.49
1742,21,2,2016-03-01,358.84
1743,21,3,2016-03-01,115.62
1744,21,4,2016-03-01,1192.77
1745,22,1,2016-03-01,1095.13
1746,22,2,2016-03-01,329.21
1747,22,3,2016-03-01,100.14
1748,22,4,2016-03-01,1114.76
1749,12,1,2016-03-01,1169.72
1750,12,2,2016-03-01,331.29
1751,12,3,2016-03-01,101.24
1752,12,4,2016-03-01,1149.06
1753,14,1,2016-03-01,1108.1
1754,14,2,2016-03-01,328
1755,14,3,2016-03-01,114.23
1756,14,4,2016-03-01,1031.71
1757,19,1,2016-03-01,1131.53
1758,19,2,2016-03-01,348.75
1759,19,3,2016-03-01,101.8
1760,19,4,2016-03-01,1002.32
1761,16,1,2016-03-01,1157.69
1762,16,2,2016-03-01,354.44
1763,16,3,2016-03-01,103.43
1764,16,4,2016-03-01,1027.09
1765,11,1,2016-03-01,1032.54
1766,11,2,2016-03-01,324.44
1767,11,3,2016-03-01,110.96
1768,11,4,2016-03-01,1103.86
1769,25,1,2016-03-01,1190.37
1770,25,2,2016-03-01,312.08
1771,25,3,2016-03-01,103.03
1772,25,4,2016-03-01,1030.53
1773,26,1,2016-03-01,1061.81
1774,26,2,2016-03-01,305.25
1775,26,3,2016-03-01,110.2
1776,26,4,2016-03-01,1057.51
1777,27,1,2016-03-01,1181.59
1778,27,2,2016-03-01,340.62
1779,27,3,2016-03-01,113.22
1780,27,4,2016-03-01,1055.04
1781,29,1,2016-03-01,1078.44
1782,29,2,2016-03-01,308.13
1783,29,3,2016-03-01,110.01
1784,29,4,2016-03-01,1019.45
1785,30,1,2016-03-01,1196.81
1786,30,2,2016-03-01,337.71
1787,30,3,2016-03-01,103.81
1788,30,4,2016-03-01,1013.34
1789,31,1,2016-03-01,1152.44
1790,31,2,2016-03-01,336.65
1791,31,3,2016-03-01,115.35
1792,31,4,2016-03-01,1000.91
1793,23,1,2016-03-01,1144.11
1794,23,2,2016-03-01,335.34
1795,23,3,2016-03-01,115.68
1796,23,4,2016-03-01,1030.32
1797,24,1,2016-03-01,1081.35
1798,24,2,2016-03-01,334.74
1799,24,3,2016-03-01,113.49
1800,24,4,2016-03-01,1127.27
1801,18,1,2016-04-01,1031.53
1802,18,2,2016-04-01,352.76
1803,18,3,2016-04-01,118.47
1804,18,4,2016-04-01,1196.11
1805,1,1,2016-04-01,1026.3
1806,1,2,2016-04-01,342.95
1807,1,3,2016-04-01,103.7
1808,1,4,2016-04-01,1155.49
1809,2,1,2016-04-01,1066.44
1810,2,2,2016-04-01,319.72
1811,2,3,2016-04-01,112.93
1812,2,4,2016-04-01,1049.26
1813,3,1,2016-04-01,1058.45
1814,3,2,2016-04-01,343.34
1815,3,3,2016-04-01,114.7
1816,3,4,2016-04-01,1101.79
1817,4,1,2016-04-01,1067.82
1818,4,2,2016-04-01,310.12
1819,4,3,2016-04-01,116.51
1820,4,4,2016-04-01,1124.55
1821,5,1,2016-04-01,1127.34
1822,5,2,2016-04-01,318.91
1823,5,3,2016-04-01,113.32
1824,5,4,2016-04-01,1076.92
1825,6,1,2016-04-01,1184.95
1826,6,2,2016-04-01,328.2
1827,6,3,2016-04-01,111.51
1828,6,4,2016-04-01,1093.58
1829,7,1,2016-04-01,1122.57
1830,7,2,2016-04-01,339.63
1831,7,3,2016-04-01,109.28
1832,7,4,2016-04-01,1067.88
1833,8,1,2016-04-01,1060.87
1834,8,2,2016-04-01,330.21
1835,8,3,2016-04-01,112.09
1836,8,4,2016-04-01,1102.26
1837,9,1,2016-04-01,1148.71
1838,9,2,2016-04-01,311.03
1839,9,3,2016-04-01,113.76
1840,9,4,2016-04-01,1177.91
1841,10,1,2016-04-01,1076.65
1842,10,2,2016-04-01,314.86
1843,10,3,2016-04-01,101.76
1844,10,4,2016-04-01,1139.67
1845,13,1,2016-04-01,1045.41
1846,13,2,2016-04-01,302.41
1847,13,3,2016-04-01,110.39
1848,13,4,2016-04-01,1095.43
1849,15,1,2016-04-01,1165.43
1850,15,2,2016-04-01,342.27
1851,15,3,2016-04-01,100.82
1852,15,4,2016-04-01,1018.11
1853,20,1,2016-04-01,1066.06
1854,20,2,2016-04-01,322.8
1855,20,3,2016-04-01,118.18
1856,20,4,2016-04-01,1080.89
1857,17,1,2016-04-01,1059.14
1858,17,2,2016-04-01,315.9
1859,17,3,2016-04-01,108.76
1860,17,4,2016-04-01,1079.19
1861,21,1,2016-04-01,1133.03
1862,21,2,2016-04-01,308.27
1863,21,3,2016-04-01,113.87
1864,21,4,2016-04-01,1010.82
1865,22,1,2016-04-01,1038.02
1866,22,2,2016-04-01,347.29
1867,22,3,2016-04-01,107.42
1868,22,4,2016-04-01,1097.85
1869,12,1,2016-04-01,1066.79
1870,12,2,2016-04-01,312.12
1871,12,3,2016-04-01,100.16
1872,12,4,2016-04-01,1086.81
1873,14,1,2016-04-01,1029.25
1874,14,2,2016-04-01,325.75
1875,14,3,2016-04-01,114.14
1876,14,4,2016-04-01,1049.71
1877,19,1,2016-04-01,1024.22
1878,19,2,2016-04-01,351.59
1879,19,3,2016-04-01,118.72
1880,19,4,2016-04-01,1019.88
1881,16,1,2016-04-01,1137.92
1882,16,2,2016-04-01,309
1883,16,3,2016-04-01,113.62
1884,16,4,2016-04-01,1190.86
1885,11,1,2016-04-01,1145.83
1886,11,2,2016-04-01,346.96
1887,11,3,2016-04-01,114.52
1888,11,4,2016-04-01,1056.46
1889,25,1,2016-04-01,1046.64
1890,25,2,2016-04-01,319.15
1891,25,3,2016-04-01,117.93
1892,25,4,2016-04-01,1104.85
1893,26,1,2016-04-01,1186.42
1894,26,2,2016-04-01,305.26
1895,26,3,2016-04-01,112.85
1896,26,4,2016-04-01,1189.77
1897,27,1,2016-04-01,1163.42
1898,27,2,2016-04-01,314.33
1899,27,3,2016-04-01,114.86
1900,27,4,2016-04-01,1199.48
1901,29,1,2016-04-01,1151.75
1902,29,2,2016-04-01,348.09
1903,29,3,2016-04-01,114.63
1904,29,4,2016-04-01,1050.37
1905,30,1,2016-04-01,1013.1
1906,30,2,2016-04-01,334.32
1907,30,3,2016-04-01,113.26
1908,30,4,2016-04-01,1120.07
1909,31,1,2016-04-01,1002.43
1910,31,2,2016-04-01,315.57
1911,31,3,2016-04-01,105.22
1912,31,4,2016-04-01,1105.48
1913,23,1,2016-04-01,1170.67
1914,23,2,2016-04-01,341.07
1915,23,3,2016-04-01,117.25
1916,23,4,2016-04-01,1051.86
1917,24,1,2016-04-01,1141.74
1918,24,2,2016-04-01,345.94
1919,24,3,2016-04-01,114.05
1920,24,4,2016-04-01,1043.06
1921,18,1,2016-05-01,1193.8
1922,18,2,2016-05-01,311.95
1923,18,3,2016-05-01,101.78
1924,18,4,2016-05-01,1169.4
1925,1,1,2016-05-01,1193.64
1926,1,2,2016-05-01,318.01
1927,1,3,2016-05-01,111.92
1928,1,4,2016-05-01,1015.8
1929,2,1,2016-05-01,1121.49
1930,2,2,2016-05-01,348.01
1931,2,3,2016-05-01,103.57
1932,2,4,2016-05-01,1098.38
1933,3,1,2016-05-01,1184.81
1934,3,2,2016-05-01,308.67
1935,3,3,2016-05-01,119.01
1936,3,4,2016-05-01,1063.85
1937,4,1,2016-05-01,1148.91
1938,4,2,2016-05-01,345.9
1939,4,3,2016-05-01,111.82
1940,4,4,2016-05-01,1132.05
1941,5,1,2016-05-01,1105.63
1942,5,2,2016-05-01,339.61
1943,5,3,2016-05-01,114.32
1944,5,4,2016-05-01,1119.95
1945,6,1,2016-05-01,1170.15
1946,6,2,2016-05-01,327.27
1947,6,3,2016-05-01,114.4
1948,6,4,2016-05-01,1047.48
1949,7,1,2016-05-01,1005.29
1950,7,2,2016-05-01,325.21
1951,7,3,2016-05-01,100.43
1952,7,4,2016-05-01,1169.33
1953,8,1,2016-05-01,1033.81
1954,8,2,2016-05-01,318.31
1955,8,3,2016-05-01,100.38
1956,8,4,2016-05-01,1035.66
1957,9,1,2016-05-01,1167.03
1958,9,2,2016-05-01,338.45
1959,9,3,2016-05-01,113.98
1960,9,4,2016-05-01,1114.38
1961,10,1,2016-05-01,1152.56
1962,10,2,2016-05-01,305.9
1963,10,3,2016-05-01,104.06
1964,10,4,2016-05-01,1144.04
1965,13,1,2016-05-01,1198.39
1966,13,2,2016-05-01,347.95
1967,13,3,2016-05-01,100.41
1968,13,4,2016-05-01,1140.75
1969,15,1,2016-05-01,1091.59
1970,15,2,2016-05-01,310.7
1971,15,3,2016-05-01,110.36
1972,15,4,2016-05-01,1010.98
1973,20,1,2016-05-01,1144.09
1974,20,2,2016-05-01,326.26
1975,20,3,2016-05-01,100.54
1976,20,4,2016-05-01,1164.19
1977,17,1,2016-05-01,1004.88
1978,17,2,2016-05-01,339.55
1979,17,3,2016-05-01,104.45
1980,17,4,2016-05-01,1027.05
1981,21,1,2016-05-01,1001.72
1982,21,2,2016-05-01,338.24
1983,21,3,2016-05-01,103.21
1984,21,4,2016-05-01,1178.31
1985,22,1,2016-05-01,1195.13
1986,22,2,2016-05-01,312.22
1987,22,3,2016-05-01,101.82
1988,22,4,2016-05-01,1168.87
1989,12,1,2016-05-01,1189.74
1990,12,2,2016-05-01,312.63
1991,12,3,2016-05-01,104.13
1992,12,4,2016-05-01,1080.17
1993,14,1,2016-05-01,1076.95
1994,14,2,2016-05-01,343.27
1995,14,3,2016-05-01,109.03
1996,14,4,2016-05-01,1018.79
1997,19,1,2016-05-01,1023.08
1998,19,2,2016-05-01,317.7
1999,19,3,2016-05-01,102.58
2000,19,4,2016-05-01,1152.18
2001,16,1,2016-05-01,1083.36
2002,16,2,2016-05-01,348.08
2003,16,3,2016-05-01,115.13
2004,16,4,2016-05-01,1075.55
2005,11,1,2016-05-01,1123.95
2006,11,2,2016-05-01,357.93
2007,11,3,2016-05-01,119.36
2008,11,4,2016-05-01,1188.64
2009,25,1,2016-05-01,1162.46
2010,25,2,2016-05-01,313.92
2011,25,3,2016-05-01,114.46
2012,25,4,2016-05-01,1183.81
2013,26,1,2016-05-01,1085.25
2014,26,2,2016-05-01,322.45
2015,26,3,2016-05-01,111.84
2016,26,4,2016-05-01,1167.35
2017,27,1,2016-05-01,1081.65
2018,27,2,2016-05-01,331.86
2019,27,3,2016-05-01,108.6
2020,27,4,2016-05-01,1111.54
2021,29,1,2016-05-01,1099.64
2022,29,2,2016-05-01,349.07
2023,29,3,2016-05-01,111.9
2024,29,4,2016-05-01,1104.07
2025,30,1,2016-05-01,1163.46
2026,30,2,2016-05-01,331.53
2027,30,3,2016-05-01,103.52
2028,30,4,2016-05-01,1060.43
2029,31,1,2016-05-01,1196.71
2030,31,2,2016-05-01,300.68
2031,31,3,2016-05-01,102.11
2032,31,4,2016-05-01,1098.95
2033,23,1,2016-05-01,1031.33
2034,23,2,2016-05-01,317.93
2035,23,3,2016-05-01,100.49
2036,23,4,2016-05-01,1045.24
2037,24,1,2016-05-01,1011.44
2038,24,2,2016-05-01,336.44
2039,24,3,2016-05-01,117.31
2040,24,4,2016-05-01,1100.96
2041,18,1,2016-06-01,1185.57
2042,18,2,2016-06-01,307.49
2043,18,3,2016-06-01,116.82
2044,18,4,2016-06-01,1165.91
2045,1,1,2016-06-01,1125.07
2046,1,2,2016-06-01,338.28
2047,1,3,2016-06-01,106.27
2048,1,4,2016-06-01,1130.87
2049,2,1,2016-06-01,1066.17
2050,2,2,2016-06-01,341.47
2051,2,3,2016-06-01,109.26
2052,2,4,2016-06-01,1048.48
2053,3,1,2016-06-01,1164.5
2054,3,2,2016-06-01,323.12
2055,3,3,2016-06-01,109.18
2056,3,4,2016-06-01,1027.8
2057,4,1,2016-06-01,1063.62
2058,4,2,2016-06-01,310.41
2059,4,3,2016-06-01,118.27
2060,4,4,2016-06-01,1009.17
2061,5,1,2016-06-01,1097.87
2062,5,2,2016-06-01,318.56
2063,5,3,2016-06-01,101.57
2064,5,4,2016-06-01,1092.93
2065,6,1,2016-06-01,1017.53
2066,6,2,2016-06-01,302.66
2067,6,3,2016-06-01,119.17
2068,6,4,2016-06-01,1131.84
2069,7,1,2016-06-01,1084.17
2070,7,2,2016-06-01,307.6
2071,7,3,2016-06-01,107.41
2072,7,4,2016-06-01,1094.71
2073,8,1,2016-06-01,1051.13
2074,8,2,2016-06-01,351.46
2075,8,3,2016-06-01,110.43
2076,8,4,2016-06-01,1006.7
2077,9,1,2016-06-01,1120.73
2078,9,2,2016-06-01,355.07
2079,9,3,2016-06-01,115.56
2080,9,4,2016-06-01,1027.22
2081,10,1,2016-06-01,1069.38
2082,10,2,2016-06-01,319.57
2083,10,3,2016-06-01,111.81
2084,10,4,2016-06-01,1194.58
2085,13,1,2016-06-01,1018.7
2086,13,2,2016-06-01,332.94
2087,13,3,2016-06-01,109.28
2088,13,4,2016-06-01,1134.73
2089,15,1,2016-06-01,1195.21
2090,15,2,2016-06-01,351.56
2091,15,3,2016-06-01,107.37
2092,15,4,2016-06-01,1052.87
2093,20,1,2016-06-01,1043.25
2094,20,2,2016-06-01,317.3
2095,20,3,2016-06-01,115.85
2096,20,4,2016-06-01,1019.75
2097,17,1,2016-06-01,1023.11
2098,17,2,2016-06-01,316.89
2099,17,3,2016-06-01,101.21
2100,17,4,2016-06-01,1091.84
2101,21,1,2016-06-01,1022.78
2102,21,2,2016-06-01,311.51
2103,21,3,2016-06-01,112.35
2104,21,4,2016-06-01,1102.46
2105,22,1,2016-06-01,1141.75
2106,22,2,2016-06-01,300.41
2107,22,3,2016-06-01,118.16
2108,22,4,2016-06-01,1103.82
2109,12,1,2016-06-01,1174.34
2110,12,2,2016-06-01,348.08
2111,12,3,2016-06-01,107.83
2112,12,4,2016-06-01,1110.71
2113,14,1,2016-06-01,1118.63
2114,14,2,2016-06-01,318.31
2115,14,3,2016-06-01,114.93
2116,14,4,2016-06-01,1163.22
2117,19,1,2016-06-01,1168.31
2118,19,2,2016-06-01,345.57
2119,19,3,2016-06-01,105.45
2120,19,4,2016-06-01,1017.02
2121,16,1,2016-06-01,1121.46
2122,16,2,2016-06-01,346.88
2123,16,3,2016-06-01,101.69
2124,16,4,2016-06-01,1015.73
2125,11,1,2016-06-01,1027.95
2126,11,2,2016-06-01,327.77
2127,11,3,2016-06-01,117.9
2128,11,4,2016-06-01,1017.3
2129,25,1,2016-06-01,1149.5
2130,25,2,2016-06-01,328.67
2131,25,3,2016-06-01,102.94
2132,25,4,2016-06-01,1060.24
2133,26,1,2016-06-01,1013.02
2134,26,2,2016-06-01,325.31
2135,26,3,2016-06-01,118.28
2136,26,4,2016-06-01,1060.88
2137,27,1,2016-06-01,1155.98
2138,27,2,2016-06-01,359.19
2139,27,3,2016-06-01,111.85
2140,27,4,2016-06-01,1000.79
2141,29,1,2016-06-01,1048.35
2142,29,2,2016-06-01,311.81
2143,29,3,2016-06-01,105.18
2144,29,4,2016-06-01,1140.88
2145,30,1,2016-06-01,1149.01
2146,30,2,2016-06-01,336.72
2147,30,3,2016-06-01,116.5
2148,30,4,2016-06-01,1057.68
2149,31,1,2016-06-01,1193.48
2150,31,2,2016-06-01,358.31
2151,31,3,2016-06-01,119.13
2152,31,4,2016-06-01,1173.67
2153,23,1,2016-06-01,1094.31
2154,23,2,2016-06-01,345.16
2155,23,3,2016-06-01,106.97
2156,23,4,2016-06-01,1096.99
2157,24,1,2016-06-01,1075.8
2158,24,2,2016-06-01,326.4
2159,24,3,2016-06-01,101.27
2160,24,4,2016-06-01,1199.39
2161,18,1,2016-07-01,1158.9
2162,18,2,2016-07-01,358.9
2163,18,3,2016-07-01,110.5
2164,18,4,2016-07-01,1135.83
2165,1,1,2016-07-01,1164.26
2166,1,2,2016-07-01,304.14
2167,1,3,2016-07-01,117.63
2168,1,4,2016-07-01,1039.83
2169,2,1,2016-07-01,1070.41
2170,2,2,2016-07-01,309.76
2171,2,3,2016-07-01,115.15
2172,2,4,2016-07-01,1059.76
2173,3,1,2016-07-01,1044.39
2174,3,2,2016-07-01,312.8
2175,3,3,2016-07-01,108.01
2176,3,4,2016-07-01,1072.7
2177,4,1,2016-07-01,1123.08
2178,4,2,2016-07-01,359.2
2179,4,3,2016-07-01,101.74
2180,4,4,2016-07-01,1094.84
2181,5,1,2016-07-01,1022.1
2182,5,2,2016-07-01,307.8
2183,5,3,2016-07-01,106.37
2184,5,4,2016-07-01,1040.32
2185,6,1,2016-07-01,1010.62
2186,6,2,2016-07-01,339.64
2187,6,3,2016-07-01,102.89
2188,6,4,2016-07-01,1147.93
2189,7,1,2016-07-01,1053.01
2190,7,2,2016-07-01,306.38
2191,7,3,2016-07-01,114.73
2192,7,4,2016-07-01,1072.55
2193,8,1,2016-07-01,1120.95
2194,8,2,2016-07-01,356.14
2195,8,3,2016-07-01,117.27
2196,8,4,2016-07-01,1102.28
2197,9,1,2016-07-01,1193.24
2198,9,2,2016-07-01,317.8
2199,9,3,2016-07-01,111.7
2200,9,4,2016-07-01,1006.88
2201,10,1,2016-07-01,1083.48
2202,10,2,2016-07-01,359.02
2203,10,3,2016-07-01,113.33
2204,10,4,2016-07-01,1076.22
2205,13,1,2016-07-01,1181.22
2206,13,2,2016-07-01,323.23
2207,13,3,2016-07-01,104.36
2208,13,4,2016-07-01,1185.58
2209,15,1,2016-07-01,1197.13
2210,15,2,2016-07-01,308.68
2211,15,3,2016-07-01,115.32
2212,15,4,2016-07-01,1079.22
2213,20,1,2016-07-01,1136.54
2214,20,2,2016-07-01,313.5
2215,20,3,2016-07-01,101.55
2216,20,4,2016-07-01,1142.29
2217,17,1,2016-07-01,1065.04
2218,17,2,2016-07-01,329.5
2219,17,3,2016-07-01,109.65
2220,17,4,2016-07-01,1187.5
2221,21,1,2016-07-01,1048.03
2222,21,2,2016-07-01,323.29
2223,21,3,2016-07-01,104.41
2224,21,4,2016-07-01,1187.66
2225,22,1,2016-07-01,1005.97
2226,22,2,2016-07-01,320.05
2227,22,3,2016-07-01,111.63
2228,22,4,2016-07-01,1180.97
2229,12,1,2016-07-01,1155.97
2230,12,2,2016-07-01,311.08
2231,12,3,2016-07-01,111.67
2232,12,4,2016-07-01,1072.86
2233,14,1,2016-07-01,1014.11
2234,14,2,2016-07-01,315.6
2235,14,3,2016-07-01,101.76
2236,14,4,2016-07-01,1132.12
2237,19,1,2016-07-01,1007.74
2238,19,2,2016-07-01,312.7
2239,19,3,2016-07-01,118.85
2240,19,4,2016-07-01,1015.51
2241,16,1,2016-07-01,1112
2242,16,2,2016-07-01,334.05
2243,16,3,2016-07-01,103.15
2244,16,4,2016-07-01,1017
2245,11,1,2016-07-01,1190.52
2246,11,2,2016-07-01,330.47
2247,11,3,2016-07-01,113.63
2248,11,4,2016-07-01,1176.68
2249,25,1,2016-07-01,1074.57
2250,25,2,2016-07-01,312.85
2251,25,3,2016-07-01,119.04
2252,25,4,2016-07-01,1023.42
2253,26,1,2016-07-01,1145.97
2254,26,2,2016-07-01,317.88
2255,26,3,2016-07-01,106.01
2256,26,4,2016-07-01,1121.87
2257,27,1,2016-07-01,1028.94
2258,27,2,2016-07-01,353.72
2259,27,3,2016-07-01,100.86
2260,27,4,2016-07-01,1105.54
2261,29,1,2016-07-01,1102.06
2262,29,2,2016-07-01,358.1
2263,29,3,2016-07-01,106.22
2264,29,4,2016-07-01,1129.96
2265,30,1,2016-07-01,1063.19
2266,30,2,2016-07-01,337.82
2267,30,3,2016-07-01,104.08
2268,30,4,2016-07-01,1025.61
2269,31,1,2016-07-01,1005.77
2270,31,2,2016-07-01,345.6
2271,31,3,2016-07-01,114.27
2272,31,4,2016-07-01,1057.7
2273,23,1,2016-07-01,1060.28
2274,23,2,2016-07-01,338.48
2275,23,3,2016-07-01,106.05
2276,23,4,2016-07-01,1117.75
2277,24,1,2016-07-01,1007.22
2278,24,2,2016-07-01,324.85
2279,24,3,2016-07-01,119.25
2280,24,4,2016-07-01,1114.2
2281,18,1,2016-08-01,1193.38
2282,18,2,2016-08-01,307.29
2283,18,3,2016-08-01,114.14
2284,18,4,2016-08-01,1034.04
2285,1,1,2016-08-01,1146.02
2286,1,2,2016-08-01,308.4
2287,1,3,2016-08-01,110.19
2288,1,4,2016-08-01,1025.34
2289,2,1,2016-08-01,1021.11
2290,2,2,2016-08-01,308.86
2291,2,3,2016-08-01,108.43
2292,2,4,2016-08-01,1132.99
2293,3,1,2016-08-01,1012
2294,3,2,2016-08-01,318.32
2295,3,3,2016-08-01,106.93
2296,3,4,2016-08-01,1163.12
2297,4,1,2016-08-01,1007.82
2298,4,2,2016-08-01,344.92
2299,4,3,2016-08-01,112.52
2300,4,4,2016-08-01,1176.93
2301,5,1,2016-08-01,1108.95
2302,5,2,2016-08-01,304.19
2303,5,3,2016-08-01,114.3
2304,5,4,2016-08-01,1073.23
2305,6,1,2016-08-01,1137.06
2306,6,2,2016-08-01,319.68
2307,6,3,2016-08-01,111.68
2308,6,4,2016-08-01,1187.27
2309,7,1,2016-08-01,1185.89
2310,7,2,2016-08-01,350.3
2311,7,3,2016-08-01,108.06
2312,7,4,2016-08-01,1100.25
2313,8,1,2016-08-01,1059.28
2314,8,2,2016-08-01,358.71
2315,8,3,2016-08-01,100.06
2316,8,4,2016-08-01,1015.78
2317,9,1,2016-08-01,1077.2
2318,9,2,2016-08-01,341.6
2319,9,3,2016-08-01,106.17
2320,9,4,2016-08-01,1092.65
2321,10,1,2016-08-01,1078.06
2322,10,2,2016-08-01,333.7
2323,10,3,2016-08-01,112.75
2324,10,4,2016-08-01,1100.53
2325,13,1,2016-08-01,1120.11
2326,13,2,2016-08-01,329.69
2327,13,3,2016-08-01,113.45
2328,13,4,2016-08-01,1175.62
2329,15,1,2016-08-01,1074.61
2330,15,2,2016-08-01,313.85
2331,15,3,2016-08-01,100.7
2332,15,4,2016-08-01,1096.68
2333,20,1,2016-08-01,1062.28
2334,20,2,2016-08-01,306.41
2335,20,3,2016-08-01,112
2336,20,4,2016-08-01,1135.79
2337,17,1,2016-08-01,1119.03
2338,17,2,2016-08-01,356.33
2339,17,3,2016-08-01,118.17
2340,17,4,2016-08-01,1145.41
2341,21,1,2016-08-01,1181.82
2342,21,2,2016-08-01,321.86
2343,21,3,2016-08-01,101.89
2344,21,4,2016-08-01,1076.09
2345,22,1,2016-08-01,1123.62
2346,22,2,2016-08-01,356.95
2347,22,3,2016-08-01,117.83
2348,22,4,2016-08-01,1121.84
2349,12,1,2016-08-01,1074.43
2350,12,2,2016-08-01,301.99
2351,12,3,2016-08-01,100.98
2352,12,4,2016-08-01,1029.25
2353,14,1,2016-08-01,1116.77
2354,14,2,2016-08-01,328.83
2355,14,3,2016-08-01,113.02
2356,14,4,2016-08-01,1162.9
2357,19,1,2016-08-01,1023.74
2358,19,2,2016-08-01,309.01
2359,19,3,2016-08-01,107.89
2360,19,4,2016-08-01,1104.5
2361,16,1,2016-08-01,1085.73
2362,16,2,2016-08-01,334.55
2363,16,3,2016-08-01,111.86
2364,16,4,2016-08-01,1047.53
2365,11,1,2016-08-01,1081.84
2366,11,2,2016-08-01,319.98
2367,11,3,2016-08-01,108.75
2368,11,4,2016-08-01,1037.56
2369,25,1,2016-08-01,1125.39
2370,25,2,2016-08-01,334.28
2371,25,3,2016-08-01,119.52
2372,25,4,2016-08-01,1033.33
2373,26,1,2016-08-01,1180.93
2374,26,2,2016-08-01,301.4
2375,26,3,2016-08-01,108.05
2376,26,4,2016-08-01,1188.46
2377,27,1,2016-08-01,1100.86
2378,27,2,2016-08-01,341.68
2379,27,3,2016-08-01,119.21
2380,27,4,2016-08-01,1143.5
2381,29,1,2016-08-01,1141.31
2382,29,2,2016-08-01,322.82
2383,29,3,2016-08-01,115.64
2384,29,4,2016-08-01,1153.83
2385,30,1,2016-08-01,1099.92
2386,30,2,2016-08-01,311.43
2387,30,3,2016-08-01,109.07
2388,30,4,2016-08-01,1139.41
2389,31,1,2016-08-01,1024.81
2390,31,2,2016-08-01,331.75
2391,31,3,2016-08-01,105.47
2392,31,4,2016-08-01,1156.21
2393,23,1,2016-08-01,1016.8
2394,23,2,2016-08-01,304.62
2395,23,3,2016-08-01,102.65
2396,23,4,2016-08-01,1086.49
2397,24,1,2016-08-01,1152.85
2398,24,2,2016-08-01,331.44
2399,24,3,2016-08-01,106.55
2400,24,4,2016-08-01,1012.92
2401,18,1,2016-09-01,1068.19
2402,18,2,2016-09-01,330.66
2403,18,3,2016-09-01,110.64
2404,18,4,2016-09-01,1025.3
2405,1,1,2016-09-01,1007.4
2406,1,2,2016-09-01,348.32
2407,1,3,2016-09-01,118.32
2408,1,4,2016-09-01,1032.79
2409,2,1,2016-09-01,1014.34
2410,2,2,2016-09-01,351.99
2411,2,3,2016-09-01,102.36
2412,2,4,2016-09-01,1197.83
2413,3,1,2016-09-01,1118.51
2414,3,2,2016-09-01,359.71
2415,3,3,2016-09-01,103.97
2416,3,4,2016-09-01,1001.19
2417,4,1,2016-09-01,1086.98
2418,4,2,2016-09-01,309.4
2419,4,3,2016-09-01,109.58
2420,4,4,2016-09-01,1184.77
2421,5,1,2016-09-01,1036.58
2422,5,2,2016-09-01,308.58
2423,5,3,2016-09-01,103.32
2424,5,4,2016-09-01,1080.34
2425,6,1,2016-09-01,1102.03
2426,6,2,2016-09-01,320.74
2427,6,3,2016-09-01,103.95
2428,6,4,2016-09-01,1190.22
2429,7,1,2016-09-01,1032.55
2430,7,2,2016-09-01,357.63
2431,7,3,2016-09-01,106.28
2432,7,4,2016-09-01,1137.84
2433,8,1,2016-09-01,1100.74
2434,8,2,2016-09-01,327.06
2435,8,3,2016-09-01,114.87
