IdVenta,Fecha,Fecha_Entrega,IdCanal,IdCliente,IdSucursal,IdEmpleado,IdProducto,Precio,Cantidad
5223,2018-07-12,2018-07-13,2,1776,2,1676,43001,,2
5224,2018-07-14,2018-07-18,1,1515,2,1676,42985,1456,1
5225,2018-11-28,2018-12-05,1,551,2,1676,42982,13,1
5226,2018-12-14,2018-12-15,1,2820,2,1676,43002,414,1
5227,2019-01-30,2019-02-02,2,600,2,1676,42953,3620,3
5228,2019-02-05,2019-02-06,3,2989,2,1676,42955,2366,2
5229,2019-02-18,2019-02-20,1,511,2,1676,43002,414,3
5230,2019-05-22,2019-05-24,1,818,2,1676,43012,510,2
5231,2019-06-10,2019-06-13,3,2340,2,1676,43014,502,
5232,2019-06-18,2019-06-25,1,2108,2,1676,42966,,2
5233,2019-07-19,2019-07-20,2,60,2,1676,42965,2281,2
5234,2019-08-12,2019-08-13,1,382,2,1676,43017,358,2
5235,2019-09-05,2019-09-10,2,2251,2,1676,42967,3365,3
5236,2019-10-01,2019-10-06,3,2332,2,1676,42992,570,2
5237,2019-11-04,2019-11-09,2,1068,2,1676,43001,625,2
5238,2020-02-06,2020-02-10,3,1758,2,1676,42973,123,2
5239,2020-03-31,2020-04-05,2,3402,2,1676,42969,383900,2
5240,2020-04-21,2020-04-26,2,1715,2,1676,42979,113,1
5241,2020-04-25,2020-04-28,2,2271,2,1676,42987,456,2
5242,2020-05-15,2020-05-20,2,1665,2,1676,42975,215,3
5243,2015-10-02,2015-10-05,3,2866,2,1676,43036,744,1
5244,2015-12-02,2015-12-04,3,173,2,1676,43020,562,2
5245,2016-02-03,2016-02-10,3,1434,2,1676,43036,744,3
5246,2016-06-09,2016-06-14,2,405,2,1676,43025,550,2
5247,2016-12-27,2016-12-28,1,514,2,1676,43024,508,1
5248,2017-01-04,2017-01-09,1,673,2,1676,43025,550,1
5249,2017-07-05,2017-07-09,2,722,2,1676,43038,1163,1
5250,2017-09-05,2017-09-09,1,2157,2,1676,43035,1159,1
5251,2018-02-06,2018-02-11,2,2100,2,1676,43019,413,2
5252,2018-03-05,2018-03-10,1,540,2,1676,43036,744,2
5253,2018-04-13,2018-04-21,1,1023,2,1676,43038,1163,2
5254,2018-07-28,2018-08-02,2,3204,2,1676,43039,815,1
5255,2018-08-30,2018-09-06,1,783,2,1676,43039,815,2
5256,2018-10-29,2018-11-02,2,1654,2,1676,43041,779,2
5257,2020-02-11,2020-02-15,1,190,2,1676,43038,1163,3
5258,2020-02-11,2020-02-16,2,1334,2,1676,43030,1175,2
5259,2020-04-13,2020-04-18,3,1359,2,1676,43023,643,2
5260,2020-01-22,2020-01-24,2,1143,2,1676,42758,1819.18,1
5261,2020-02-10,2020-02-17,2,3348,2,1676,42867,199,3
5262,2020-02-17,2020-02-23,2,1355,2,1676,42913,1357,2
5263,2020-01-01,2020-01-04,2,2935,2,1676,42987,45600,1
5264,2020-05-25,2020-05-31,2,908,2,1676,42830,48642,2
5265,2020-01-09,2020-01-16,2,2579,2,1676,42771,,3
5266,2020-01-03,2020-01-05,2,1432,2,1676,42918,,20
5267,2020-01-20,2020-01-30,2,2081,2,1676,42979,,1
5268,2020-01-01,2020-01-03,3,735,2,1676,43006,519,3
5269,2020-04-28,2020-05-08,1,725,2,1676,42786,795.74,2
5270,2020-03-09,2020-03-12,2,2645,2,1676,42831,36960,1
5271,2020-03-20,2020-03-25,2,1495,2,1676,42842,353.32,1
5272,2020-03-06,2020-03-11,2,2661,2,1676,42856,481,3
5273,2020-04-20,2020-04-23,2,2874,2,1676,42908,1478,3
5274,2020-04-03,2020-04-12,2,2694,2,1676,42946,2173,3
5275,2020-05-06,2020-05-11,2,1793,2,1676,42959,4141,3
5276,2020-03-10,2020-03-16,3,795,2,1676,43019,413,2
5277,2020-04-27,2020-05-01,2,353,2,1676,43040,757,2
5278,2020-05-23,2020-05-30,2,505,2,1676,43019,413,1
5279,2015-01-19,2015-01-22,3,617,2,1290,42779,9555.04,2
5280,2015-04-11,2015-04-12,2,3241,2,1290,42785,1597.42,20
5281,2015-06-27,2015-06-28,1,91,2,1290,42767,3485.68,2
5282,2015-09-18,2015-09-26,3,1206,2,1290,42766,7011.62,2
5283,2018-04-17,2018-04-25,1,1067,2,1290,42780,4028.86,2
5284,2018-12-01,2018-12-04,3,1718,2,1290,42784,1748.78,3
5285,2019-04-02,2019-04-03,1,1130,2,1290,42800,1642.74,3
5286,2015-08-24,2015-08-25,3,204,2,1290,42838,897.38,1
5287,2015-10-10,2015-10-13,3,1280,2,1290,42854,1115,2
5288,2015-11-06,2015-11-07,1,420,2,1290,42869,199,3
5289,2016-07-15,2016-07-23,3,2077,2,1290,42873,560,1
5290,2018-07-24,2018-07-27,1,1331,2,1290,42867,199,1
5291,2015-05-29,2015-06-06,1,828,2,1290,42935,2456,1
5292,2015-12-22,2015-12-30,1,1367,2,1290,42949,2015,1
5293,2016-07-19,2016-07-22,1,2157,2,1290,42943,2190,2
5294,2017-02-01,2017-02-02,3,1585,2,1290,42930,156,1
5295,2018-11-12,2018-11-20,1,1521,2,1290,42945,3210,2
5296,2020-03-19,2020-03-22,2,226,2,1290,42895,515,3
5297,2020-03-27,2020-03-28,1,2158,2,1290,42894,515,2
5298,2016-01-14,2016-01-17,3,1632,2,1290,42967,3365,30
5299,2016-07-11,2016-07-12,3,1272,2,1290,42968,,2
5300,2017-03-11,2017-03-12,2,2314,2,1290,42979,113,1
5301,2017-05-06,2017-05-07,1,2760,2,1290,43010,387,2
5302,2018-10-06,2018-10-14,1,2450,2,1290,42958,3763,2
5303,2017-03-09,2017-03-17,2,701,2,1290,43036,744,3
5304,2015-03-20,2015-03-29,3,1085,2,1290,42818,1907.62,2
5305,2015-06-22,2015-06-30,3,329,2,1290,42764,1385.78,3
5306,2019-07-02,2019-07-11,1,3264,2,1290,42766,7011.62,2
5307,2019-12-27,2019-12-30,2,1655,2,1290,42800,1642.74,2
5308,2020-04-22,2020-04-28,1,495,2,1290,42781,2098.8,3
5309,2015-03-14,2015-03-20,1,805,2,1290,42880,560,2
5310,2015-07-30,2015-08-07,1,384,2,1290,42839,353.32,2
5311,2018-01-15,2018-01-21,3,909,2,1290,42875,560,1
5312,2018-03-12,2018-03-18,2,1061,2,1290,42883,498,1
5313,2018-04-24,2018-05-02,2,389,2,1290,42827,512.38,1
5314,2019-01-23,2019-01-26,1,711,2,1290,42844,1810.38,3
5315,2019-09-06,2019-09-09,2,1318,2,1290,42846,2846.58,2
5316,2019-12-02,2019-12-11,2,284,2,1290,42829,906.18,2
5317,2015-01-15,2015-01-18,3,2455,2,1290,42887,498,2
5318,2015-02-25,2015-03-03,3,698,2,1290,42925,300,3
5319,2015-06-04,2015-06-12,1,175,2,1290,42902,258,2
5320,2015-07-30,2015-08-07,3,345,2,1290,42931,324,2
5321,2016-03-31,2016-04-08,1,1012,2,1290,42950,2603,2
5322,2016-07-06,2016-07-15,2,2782,2,1290,42906,321,2
5323,2016-10-25,2016-11-02,1,1547,2,1290,42893,515,2
5324,2017-05-01,2017-05-09,1,2334,2,1290,42930,156,2
5325,2017-05-31,2017-06-03,3,1715,2,1290,42901,196,3
5326,2018-06-22,2018-07-01,2,1493,2,1290,42905,456,2
5327,2020-01-09,2020-01-18,2,347,2,1290,42897,515,3
5328,2015-07-13,2015-07-21,1,349,2,1290,42971,2762,2
5329,2017-04-28,2017-05-04,1,535,2,1290,42985,1456,2
5330,2019-01-09,2019-01-15,2,3050,2,1290,42989,413,3
5331,2019-05-22,2019-05-28,2,250,2,1290,42986,354,3
5332,2019-11-30,2019-12-08,2,74,2,1290,42971,2762,2
5333,2015-05-15,2015-05-18,1,615,2,1290,43042,1121,1
5334,2019-08-09,2019-08-12,3,1991,2,1290,43038,1163,2
5335,2020-04-09,2020-04-15,2,1089,2,1290,43024,508,2
5336,2015-01-27,2015-02-04,3,3107,2,1290,42778,2807.64,1
5337,2015-08-12,2015-08-17,1,3348,2,1290,42796,457.82,3
5338,2015-08-27,2015-08-31,1,2112,2,1290,42776,1423.4,20
5339,2015-10-08,2015-10-10,1,2021,2,1290,42787,1366.42,2
5340,2015-10-17,2015-10-21,3,1022,2,1290,42775,3206.06,2
5341,2016-01-12,2016-01-13,3,3032,2,1290,42770,3597.22,3
5342,2016-02-10,2016-02-11,3,1590,2,1290,42769,3039.08,2
5343,2016-03-15,2016-03-19,1,1326,2,1290,42765,1938.42,1
5344,2016-03-25,2016-03-30,1,569,2,1290,42797,4845.5,2
5345,2016-04-26,2016-05-01,3,700,2,1290,42789,218.02,2
5346,2016-08-18,2016-08-25,3,421,2,1290,42788,421.96,20
5347,2016-09-05,2016-09-15,3,1976,2,1290,42813,377.96,2
5348,2016-10-19,2016-10-22,2,441,2,1290,42818,1907.62,1
5349,2016-10-29,2016-11-03,3,2979,2,1290,42787,1366.42,3
5350,2016-10-31,2016-11-05,3,3256,2,1290,42767,3485.68,2
5351,2016-11-18,2016-11-23,1,3358,2,1290,42756,638.66,2
5352,2017-03-09,2017-03-17,2,1938,2,1290,42762,2106.06,3
5353,2017-04-03,2017-04-07,3,887,2,1290,42778,2807.64,2
5354,2017-04-13,2017-04-20,2,1834,2,1290,42815,599.5,3
5355,2017-05-15,2017-05-20,1,1665,2,1290,42772,6569.86,2
5356,2017-05-26,2017-05-27,1,171,2,1290,42776,1423.4,3
5357,2017-10-24,2017-10-29,1,2690,2,1290,42777,2557.5,1
5358,2017-11-20,2017-11-21,1,1633,2,1290,42815,599.5,3
5359,2018-03-01,2018-03-08,2,18,2,1290,42762,2106.06,3
5360,2018-03-01,2018-03-08,2,2822,2,1290,42788,421.96,2
5361,2018-04-14,2018-04-18,2,1861,2,1290,42785,1597.42,1
5362,2018-05-07,2018-05-12,3,3351,2,1290,42813,377.96,2
5363,2018-05-19,2018-05-20,1,1151,2,1290,42773,8703.64,2
5364,2018-07-18,2018-07-23,3,1703,2,1290,42801,2802.8,1
5365,2018-10-13,2018-10-17,1,1184,2,1290,42737,1658,2
5366,2018-10-15,2018-10-23,2,827,2,1290,42782,3373.92,2
5367,2018-10-17,2018-10-22,2,459,2,1290,42810,1282.82,2
5368,2018-11-07,2018-11-11,3,1032,2,1290,42789,218.02,2
5369,2018-11-23,2018-12-03,1,1425,2,1290,42819,860.42,2
5370,2019-01-16,2019-01-23,1,485,2,1290,42774,6048.9,2
5371,2019-01-25,2019-01-27,1,3050,2,1290,42810,1282.82,2
5372,2019-02-06,2019-02-11,2,2135,2,1290,42767,3485.68,2
5373,2019-03-19,2019-03-24,3,3041,2,1290,42799,1536.04,2
5374,2019-04-06,2019-04-09,2,2857,2,1290,42819,860.42,3
5375,2019-08-31,2019-09-08,2,1662,2,1290,42761,1384.46,2
5376,2019-09-24,2019-09-29,2,344,2,1290,42794,305.36,1
5377,2019-11-07,2019-11-08,2,898,2,1290,42769,3039.08,1
5378,2019-12-07,2019-12-11,1,2454,2,1290,42812,376.64,3
5379,2019-12-09,2019-12-13,3,841,2,1290,42762,2106.06,2
5380,2020-01-25,2020-02-01,2,1895,2,1290,42816,1254.88,1
5381,2020-02-07,2020-02-09,1,859,2,1290,42812,376.64,3
5382,2020-02-26,2020-03-02,2,1716,2,1290,42759,1800.48,2
5383,2020-04-30,2020-05-04,2,3407,2,1290,42768,1923.68,3
5384,2020-05-11,2020-05-16,1,1959,2,1290,42799,153604,1
5385,2020-05-29,2020-06-03,1,2107,2,1290,42780,4028.86,1
5386,2015-01-13,2015-01-15,3,2713,2,1290,42866,199,1
5387,2015-01-14,2015-01-18,2,1327,2,1290,42870,178,3
5388,2015-01-15,2015-01-20,3,925,2,1290,42858,505,1
5389,2015-02-06,2015-02-08,3,1250,2,1290,42867,199,2
5390,2015-05-08,2015-05-16,3,1089,2,1290,42854,1115,
5391,2015-06-30,2015-07-01,1,960,2,1290,42826,537.24,2
5392,2015-10-05,2015-10-10,2,1738,2,1290,42838,897.38,1
5393,2015-11-11,2015-11-14,2,1608,2,1290,42855,1130,2
5394,2016-04-29,2016-05-01,2,785,2,1290,42821,653.62,2
5395,2016-05-10,2016-05-11,1,1774,2,1290,42857,542,1
5396,2016-05-19,2016-05-24,1,2033,2,1290,42837,430.32,2
5397,2016-06-24,2016-06-29,2,2996,2,1290,42840,353.32,2
5398,2016-08-17,2016-08-18,3,2326,2,1290,42846,2846.58,3
5399,2016-09-21,2016-09-28,2,848,2,1290,42857,542,3
5400,2016-09-27,2016-10-01,3,331,2,1290,42874,560,2
5401,2016-10-11,2016-10-16,1,2885,2,1290,42869,199,2
5402,2016-10-28,2016-11-01,1,2083,2,1290,42843,684.2,2
5403,2016-11-15,2016-11-19,2,1988,2,1290,42879,560,3
5404,2016-11-28,2016-11-29,3,2629,2,1290,42848,1588,1
5405,2017-02-16,2017-02-17,1,3173,2,1290,42852,152,2
5406,2017-03-21,2017-03-26,3,379,2,1290,42856,,2
5407,2017-06-29,2017-07-03,1,3163,2,1290,42836,823.24,1
5408,2017-06-30,2017-07-07,1,1585,2,1290,42825,554.18,1
5409,2017-07-18,2017-07-22,3,3267,2,1290,42840,353.32,1
5410,2017-08-30,2017-09-04,1,678,2,1290,42838,897.38,3
5411,2017-09-25,2017-09-27,2,1158,2,1290,42827,512.38,2
5412,2017-10-14,2017-10-15,1,1488,2,1290,42856,481,2
5413,2017-11-21,2017-11-22,3,401,2,1290,42843,684.2,2
5414,2017-12-01,2017-12-06,2,946,2,1290,42867,199,1
5415,2017-12-09,2017-12-12,3,3165,2,1290,42847,2846.58,1
5416,2018-01-15,2018-01-17,2,1445,2,1290,42882,498,2
5417,2018-01-26,2018-01-31,2,1093,2,1290,42875,560,2
5418,2018-05-02,2018-05-09,2,2282,2,1290,42870,178,1
5419,2018-05-16,2018-05-20,1,726,2,1290,42876,560,1
5420,2018-05-28,2018-05-31,1,2049,2,1290,42840,353.32,2
5421,2018-06-02,2018-06-03,2,1144,2,1290,42856,481,2
5422,2018-06-29,2018-07-04,3,1740,2,1290,42836,823.24,1
5423,2018-07-24,2018-07-27,2,487,2,1290,42835,818.84,2
5424,2018-11-08,2018-11-12,3,2934,2,1290,42870,178,3
5425,2019-04-02,2019-04-09,3,634,2,1290,42877,560,1
5426,2019-04-05,2019-04-15,2,1729,2,1290,42859,610,2
5427,2019-04-26,2019-05-01,2,3211,2,1290,42871,560,1
5428,2019-05-08,2019-05-12,3,1679,2,1290,42882,498,30
5429,2019-05-20,2019-05-25,3,940,2,1290,42853,727,2
5430,2019-05-21,2019-05-23,3,74,2,1290,42834,818.84,2
5431,2019-10-11,2019-10-16,2,1361,2,1290,42847,2846.58,2
5432,2019-11-18,2019-11-23,2,1457,2,1290,42875,560,1
5433,2019-12-09,2019-12-11,2,1633,2,1290,42854,1115,2
5434,2019-12-10,2019-12-15,3,365,2,1290,42879,560,1
5435,2019-12-23,2019-12-31,1,1965,2,1290,42859,610,2
5436,2019-12-25,2019-12-30,2,1562,2,1290,42850,279,1
5437,2019-12-28,2019-12-31,2,315,2,1290,42820,652.74,1
5438,2020-03-17,2020-03-19,2,917,2,1290,42848,158800,2
5439,2020-05-23,2020-05-24,2,398,2,1290,42851,137,1
5440,2015-02-09,2015-02-14,2,949,2,1290,42906,321,1
5441,2015-04-11,2015-04-18,3,3005,2,1290,42934,1789,3
5442,2015-06-12,2015-06-22,1,635,2,1290,42931,324,1
5443,2015-08-25,2015-08-30,3,1195,2,1290,42926,79,3
5444,2015-09-12,2015-09-20,3,373,2,1290,42910,1502,2
5445,2015-10-06,2015-10-10,3,2145,2,1290,42930,156,1
5446,2015-10-07,2015-10-15,3,1428,2,1290,42890,515,2
5447,2015-10-06,2015-10-11,3,1569,2,1290,42937,2458,1
5448,2015-12-05,2015-12-07,1,2200,2,1290,42943,2190,2
5449,2015-12-19,2015-12-22,1,1661,2,1290,42930,156,1
5450,2015-12-24,2015-12-27,3,2742,2,1290,42950,2603,2
5451,2016-02-01,2016-02-02,1,2994,2,1290,42931,324,2
5452,2016-02-29,2016-03-08,1,840,2,1290,42899,199,1
5453,2016-03-19,2016-03-24,3,1732,2,1290,42907,456,2
5454,2016-03-29,2016-04-03,1,2293,2,1290,42931,324,3
5455,2016-06-01,2016-06-09,3,1087,2,1290,42926,79,2
5456,2016-06-07,2016-06-12,3,2759,2,1290,42945,3210,1
5457,2016-07-08,2016-07-15,2,1020,2,1290,42886,498,3
5458,2016-07-27,2016-07-31,1,1664,2,1290,42946,2173,1
5459,2016-08-08,2016-08-11,1,1193,2,1290,42915,1765,3
5460,2016-08-13,2016-08-14,2,2160,2,1290,42903,269,1
5461,2016-08-17,2016-08-22,1,2669,2,1290,42913,1357,1
5462,2016-09-03,2016-09-11,1,1325,2,1290,42925,3,1
5463,2016-10-21,2016-10-22,3,2065,2,1290,42918,789,1
5464,2017-01-05,2017-01-10,3,113,2,1290,42937,2458,2
5465,2017-05-05,2017-05-09,1,2887,2,1290,42898,,3
5466,2017-05-16,2017-05-21,2,1580,2,1290,42900,245,3
5467,2017-05-17,2017-05-20,1,2010,2,1290,42890,515,2
5468,2017-07-19,2017-07-26,1,2210,2,1290,42888,498,2
5469,2017-07-25,2017-07-27,3,2011,2,1290,42942,2749,1
5470,2017-08-14,2017-08-19,1,866,2,1290,42934,1789,3
5471,2017-08-25,2017-09-01,2,2633,2,1290,42906,321,1
5472,2017-10-13,2017-10-18,2,2136,2,1290,42915,176500,1
5473,2017-12-21,2017-12-22,1,649,2,1290,42926,79,2
5474,2018-03-10,2018-03-15,2,1273,2,1290,42890,515,1
5475,2018-04-03,2018-04-04,2,1882,2,1290,42938,2679,2
5476,2018-05-02,2018-05-07,1,1290,2,1290,42917,1351.35,1
5477,2018-05-19,2018-05-24,2,1196,2,1290,42932,156,1
5478,2018-06-30,2018-07-04,2,577,2,1290,42920,789,1
5479,2018-08-03,2018-08-08,3,1537,2,1290,42932,156,3
5480,2018-09-13,2018-09-17,2,2722,2,1290,42921,756,1
5481,2018-10-15,2018-10-22,2,118,2,1290,42940,2162,2
5482,2018-11-22,2018-11-26,2,1274,2,1290,42895,515,2
5483,2018-11-23,2018-11-28,3,1686,2,1290,42938,2679,2
5484,2018-12-03,2018-12-06,1,2959,2,1290,42921,756,2
5485,2018-12-17,2018-12-20,2,1948,2,1290,42926,79,1
5486,2019-04-15,2019-04-18,1,81,2,1290,42915,1765,1
5487,2019-04-29,2019-05-07,1,2778,2,1290,42905,456,1
5488,2019-06-05,2019-06-10,2,2742,2,1290,42923,753,
5489,2019-07-04,2019-07-05,3,2672,2,1290,42902,258,1
5490,2019-07-18,2019-07-19,2,500,2,1290,42928,123,2
5491,2019-08-05,2019-08-08,3,404,2,1290,42947,2974,10
5492,2019-08-20,2019-08-25,2,2955,2,1290,42886,498,2
5493,2019-08-29,2019-08-30,1,2843,2,1290,42928,123,1
5494,2019-09-03,2019-09-08,2,2992,2,1290,42904,135,1
5495,2019-11-27,2019-11-28,3,861,2,1290,42919,654,2
5496,2019-12-30,2020-01-04,2,78,2,1290,42927,91,3
5497,2020-02-04,2020-02-09,2,603,2,1290,42941,2971,1
5498,2015-01-20,2015-01-23,3,1272,2,1290,43005,421,3
5499,2015-02-19,2015-02-20,3,532,2,1290,42993,507,3
5500,2015-05-13,2015-05-18,3,2849,2,1290,42983,354,2
5501,2015-07-24,2015-08-01,1,1291,2,1290,42961,2867,1
5502,2015-08-07,2015-08-12,1,3360,2,1290,43016,454,2
5503,2015-10-13,2015-10-14,3,1064,2,1290,42964,2824,2
5504,2015-10-20,2015-10-24,3,1031,2,1290,42988,598,2
5505,2016-05-02,2016-05-07,3,2332,2,1290,42962,2241,1
5506,2016-07-15,2016-07-23,1,2969,2,1290,43007,407,2
5507,2016-07-20,2016-07-21,3,2026,2,1290,43008,38900,1
5508,2016-09-02,2016-09-06,1,2027,2,1290,42985,1456,3
5509,2016-11-25,2016-11-30,2,321,2,1290,42966,3415,20
5510,2017-01-13,2017-01-17,3,2911,2,1290,42961,2867,3
5511,2017-02-06,2017-02-13,1,1132,2,1290,42984,258,2
5512,2017-03-03,2017-03-05,1,916,2,1290,42984,258,2
5513,2017-03-04,2017-03-09,2,632,2,1290,42989,413,2
5514,2017-04-17,2017-04-24,2,2658,2,1290,43007,407,3
5515,2017-04-21,2017-04-26,1,656,2,1290,42998,529,1
5516,2017-04-21,2017-04-26,1,2010,2,1290,42969,3839,3
5517,2017-06-16,2017-06-21,3,686,2,1290,42962,2241,3
5518,2017-06-26,2017-06-27,1,1550,2,1290,42952,3978,3
5519,2017-07-06,2017-07-11,1,909,2,1290,42975,215,3
5520,2017-08-01,2017-08-06,3,2740,2,1290,42956,2093,1
5521,2017-10-26,2017-10-27,3,985,2,1290,43013,354,2
5522,2017-11-29,2017-12-06,1,2976,2,1290,42989,413,2
5523,2017-12-29,2018-01-01,2,2205,2,1290,42995,364,3
5524,2018-02-20,2018-02-24,1,2693,2,1290,42972,2741,1
5525,2018-03-10,2018-03-15,2,2003,2,1290,42969,3839,3
5526,2018-03-28,2018-03-30,1,486,2,1290,43016,454,2
5527,2018-04-14,2018-04-15,1,1503,2,1290,42976,216,2
5528,2018-06-12,2018-06-15,2,2182,2,1290,43008,389,2
5529,2018-07-12,2018-07-13,3,1776,2,1290,43001,625,1
5530,2018-07-13,2018-07-20,1,917,2,1290,42976,216,1
5531,2018-07-14,2018-07-18,3,1515,2,1290,42985,1456,1
5532,2018-10-22,2018-10-26,2,1523,2,1290,42998,529,2
5533,2018-11-28,2018-12-05,1,551,2,1290,42982,13,2
5534,2018-12-14,2018-12-15,2,2820,2,1290,43002,414,2
5535,2018-12-18,2018-12-21,3,3299,2,1290,42974,214,2
5536,2019-01-30,2019-02-02,1,600,2,1290,42953,3620,3
5537,2019-02-05,2019-02-06,1,2989,2,1290,42955,2366,30
5538,2019-04-03,2019-04-10,2,1319,2,1290,43009,563,1
5539,2019-05-22,2019-05-24,3,818,2,1290,43012,510,3
5540,2019-06-18,2019-06-25,1,2108,2,1290,42966,3415,2
5541,2019-06-24,2019-06-26,1,1916,2,1290,43002,414,1
5542,2019-07-19,2019-07-20,2,60,2,1290,42965,2281,3
5543,2019-08-12,2019-08-13,2,382,2,1290,43017,358,2
5544,2019-10-01,2019-10-06,3,2332,2,1290,42992,570,1
5545,2019-12-05,2019-12-13,3,3405,2,1290,43012,510,
5546,2020-02-18,2020-02-22,1,622,2,1290,42957,2789,2
5547,2020-02-21,2020-02-22,2,1008,2,1290,42981,52,2
5548,2020-04-21,2020-04-26,1,1715,2,1290,42979,113,2
5549,2020-05-11,2020-05-19,2,1513,2,1290,42980,114,1
5550,2015-01-06,2015-01-08,3,2196,2,1290,43018,437,3
5551,2015-03-11,2015-03-18,1,598,2,1290,43042,1121,2
5552,2015-05-08,2015-05-13,2,1939,2,1290,43022,422,3
5553,2016-02-03,2016-02-10,3,1434,2,1290,43036,744,3
5554,2017-04-28,2017-04-30,1,1510,2,1290,43024,508,2
5555,2017-09-05,2017-09-09,2,2157,2,1290,43035,1159,1
5556,2017-12-06,2017-12-11,3,2027,2,1290,43042,1121,2
5557,2018-02-06,2018-02-11,3,2100,2,1290,43019,413,2
5558,2018-03-13,2018-03-21,2,1953,2,1290,43023,643,1
5559,2018-04-13,2018-04-21,1,1023,2,1290,43038,1163,2
5560,2018-07-28,2018-08-02,3,3204,2,1290,43039,815,2
5561,2020-02-11,2020-02-15,1,190,2,1290,43038,1163,
5562,2020-02-11,2020-02-16,2,1334,2,1290,43030,1175,2
5563,2020-04-13,2020-04-18,1,1359,2,1290,43023,643,1
5564,2020-01-22,2020-01-24,2,1143,2,1290,42758,1819.18,2
5565,2020-02-10,2020-02-17,2,3348,2,1290,42867,199,2
5566,2020-02-17,2020-02-23,1,1355,2,1290,42913,1357,3
5567,2020-01-01,2020-01-04,2,2935,2,1290,42987,456,3
5568,2020-05-25,2020-05-31,2,908,2,1290,42830,486.42,2
5569,2020-01-09,2020-01-16,2,2579,2,1290,42771,2554.2,2
5570,2020-01-11,2020-01-18,2,779,2,1290,42947,,3
5571,2020-02-10,2020-02-15,2,1831,2,1290,42950,2603,3
5572,2020-01-20,2020-01-30,2,2081,2,1290,42979,113,3
5573,2020-05-01,2020-05-02,2,939,2,1290,42759,1800.48,3
5574,2020-04-23,2020-04-26,2,392,2,1290,42772,6569.86,1
5575,2020-04-11,2020-04-14,2,1064,2,1290,42779,9555.04,2
5576,2020-04-20,2020-04-23,3,2874,2,1290,42908,1478,2
5577,2020-04-03,2020-04-12,2,2694,2,1290,42946,,2
5578,2020-05-06,2020-05-11,2,1793,2,1290,42959,4141,3
5579,2020-03-12,2020-03-21,2,2804,2,1290,42986,354,2
5580,2015-01-19,2015-01-22,2,617,2,1961,42779,9555.04,3
5581,2016-06-27,2016-07-05,1,2051,2,1961,42756,638.66,2
5582,2016-11-26,2016-11-29,1,2973,2,1961,42786,795.74,2
5583,2018-04-17,2018-04-25,1,1067,2,1961,42780,4028.86,3
5584,2018-12-01,2018-12-04,3,1718,2,1961,42784,1748.78,2
5585,2020-01-28,2020-01-29,2,1962,2,1961,42789,218.02,2
5586,2015-10-10,2015-10-13,3,1280,2,1961,42854,1115,2
5587,2020-01-02,2020-01-05,1,55,2,1961,42866,199,1
5588,2020-05-30,2020-06-07,2,413,2,1961,42820,652.74,2
5589,2015-05-02,2015-05-03,3,3163,2,1961,42929,321,3
5590,2015-05-29,2015-06-06,3,828,2,1961,42935,2456,1
5591,2015-09-12,2015-09-13,1,212,2,1961,42904,135,20
5592,2017-02-01,2017-02-02,3,1585,2,1961,42930,156,2
5593,2018-11-12,2018-11-20,3,1521,2,1961,42945,3210,2
5594,2018-11-23,2018-11-24,2,684,2,1961,42921,756,3
5595,2020-02-28,2020-03-02,2,173,2,1961,42946,2173,2
5596,2020-03-19,2020-03-22,2,226,2,1961,42895,515,2
5597,2015-02-06,2015-02-14,3,498,2,1961,42984,258,2
5598,2016-06-10,2016-06-18,2,2303,2,1961,42956,209300,1
5599,2017-03-11,2017-03-12,3,2314,2,1961,42979,113,2
5600,2017-05-06,2017-05-07,2,2760,2,1961,43010,387,2
5601,2018-01-15,2018-01-23,1,1237,2,1961,43004,373,1
5602,2015-01-08,2015-01-11,3,1389,2,1961,43037,1137,3
5603,2017-03-09,2017-03-17,1,701,2,1961,43036,744,1
5604,2015-06-22,2015-06-30,3,329,2,1961,42764,1385.78,2
5605,2015-07-13,2015-07-22,2,1371,2,1961,42777,2557.5,2
5606,2018-08-24,2018-08-27,2,357,2,1961,42812,376.64,1
5607,2018-11-15,2018-11-23,2,997,2,1961,42816,1254.88,2
5608,2019-03-04,2019-03-10,2,2311,2,1961,42814,369.82,3
5609,2019-12-27,2019-12-30,2,1655,2,1961,42800,1642.74,2
5610,2015-03-14,2015-03-20,3,805,2,1961,42880,560,3
5611,2015-07-30,2015-08-07,3,384,2,1961,42839,353.32,2
5612,2015-08-18,2015-08-26,1,431,2,1961,42864,199,1
5613,2015-12-28,2016-01-05,3,795,2,1961,42836,823.24,1
5614,2016-04-01,2016-04-10,1,2286,2,1961,42841,353.32,1
5615,2018-01-15,2018-01-21,2,909,2,1961,42875,560,3
5616,2018-03-12,2018-03-18,3,1061,2,1961,42883,498,30
5617,2018-04-24,2018-05-02,3,389,2,1961,42827,512.38,3
5618,2019-09-06,2019-09-09,3,1318,2,1961,42846,2846.58,3
5619,2019-10-22,2019-10-30,2,1830,2,1961,42844,1810.38,2
5620,2015-01-15,2015-01-18,2,2455,2,1961,42887,498,1
5621,2016-03-31,2016-04-08,2,1012,2,1961,42950,2603,3
5622,2016-07-06,2016-07-15,1,2782,2,1961,42906,321,2
5623,2016-10-25,2016-11-02,2,1547,2,1961,42893,515,2
5624,2017-05-31,2017-06-03,2,1715,2,1961,42901,196,2
